streetAddress,suburb,postcode,bedrooms,propertyType,price
11 Bradfield Court,Taylors Hill,3037,4,house,"$941,000 "
29 The Fairway,Kingsbury,3083,4,house,"$940,000 "
15 Bachli Street,Rye,3941,3,house,"$925,000 "
22 - 24 Kent Road,Rye,3941,2,house,"$925,000 "
4A Dactyl Road,Moorabbin,3189,3,townhouse,"$890,000 "
1 Lesa Court,Mount Martha,3934,4,house,"$875,000 "
77 Clare Boulevard,Greenvale,3059,6,house,"$851,000 "
74 Peninsula Sands Blvd,Rosebud,3939,4,house,"$850,000 "
1/5A Bungalook Road East,Bayswater North,3153,3,house,"$830,000 "
5 Geranium Court,Berwick,3806,4,house,"$820,000 "
3/148 Nepean Highway,Aspendale,3195,3,townhouse,"$820,000 "
10 Anton Court,Chelsea Heights,3196,5,house,"$815,000 "
40 Hillrise Court,Mill Park,3082,4,house,"$815,000 "
1403/83 Queensbridge Street,Southbank,3006,3,apartment,"$807,000 "
137 Marshall Road,Airport West,3042,4,house,"$800,000 "
34B Barkly Street,Mordialloc,3195,3,house,"$800,000 "
18 Centreside Drive,Torquay,3228,4,house,"$770,000 "
5 Hyton Crescent,Croydon,3136,3,house,"$760,000 "
29 Aurora Crescent,Torquay,3228,2,house,"$750,000 "
4 Bradford Avenue,Greenvale,3059,4,house,"$750,000 "
1/41 Winifred Street,Oak Park,3046,3,townhouse,"$750,000 "
250 Smiths Gully Road,Smiths Gully,3760,3,house,"$750,000 "
3 Sherman Drive,Bayswater North,3153,4,house,"$750,000 "
839 Old Calder Highway,Keilor,3036,3,house,"$745,000 "
55 Sydenham Avenue,Manifold Heights,3218,4,house,"$730,000 "
64 Carbine Street,Donvale,3111,3,house,"$725,000 "
50 Goegan Street,Werribee,3030,4,house,"$720,000 "
31 Tarcoola Drive,Yallambie,3085,3,house,"$715,000 "
156 Nell Street,Greensborough,3088,3,house,"$712,500 "
63 Oconnell Street,Geelong West,3218,3,house,"$711,000 "
23 Burvale Court,Tullamarine,3043,3,house,"$710,000 "
69 Lenoak Street,Gladstone Park,3043,4,house,"$710,000 "
71 Dryden Concourse,Mooroolbark,3138,4,house,"$705,000 "
9 Rosewood Place,Chirnside Park,3116,3,house,"$701,000 "
39 Dusseldorp Avenue,Pakenham,3810,4,house,"$700,000 "
29 Glasgow Avenue,Reservoir,3073,3,house,"$690,000 "
2/61 The Grove,Coburg,3058,2,villa,"$683,000 "
13 Henry Street,Keilor East,3033,3,unit,"$680,000 "
18 Keswick Rise,Sunbury,3429,4,house,"$675,000 "
4/1543 Point Nepean Road,Capel Sound,3940,3,house,"$670,300 "
9 Barunah Court,Narre Warren,3805,3,house,"$670,000 "
33 Bedingham Drive,Hillside,3037,3,house,"$668,000 "
25 Challambra Crescent,Highton,3216,3,house,"$660,000 "
111 Golden Grove Drive,Narre Warren South,3805,4,house,"$650,000 "
94 O'Hallorans Road,Lara,3212,4,house,"$650,000 "
6 The Rise,Somerville,3912,3,house,"$645,000 "
32 Trevally Drive,Ocean Grove,3226,4,house,"$645,000 "
182 Greenvale Drive,Greenvale,3059,4,house,"$645,000 "
6 Kingswood Crescent,Noble Park North,3174,3,house,"$640,000 "
39 Kenny Street,Westmeadows,3049,4,house,"$640,000 "
6 Whipstaff Lane,Safety Beach,3936,4,townhouse,"$640,000 "
5 Calendula Circuit,Epping,3076,4,house,"$637,000 "
5 First Avenue,Dandenong North,3175,3,house,"$636,000 "
66 Cary Street,Sunshine North,3020,4,house,"$635,000 "
7 Underhill Court,Sunbury,3429,3,house,"$630,000 "
8 Macaulay Drive,Craigieburn,3064,4,house,"$625,000 "
7 Kerrie Court,Grovedale,3216,5,house,"$623,000 "
21 Picnic Avenue,Clyde North,3978,4,house,"$618,000 "
1708/22 Dorcas Street,Southbank,3006,2,apartment,"$610,000 "
18 Bendigo Street,Geelong West,3218,3,house,"$605,000 "
1/27 Kenilworth Street,Reservoir,3073,2,townhouse,"$600,000 "
15 Sun Crescent,Sunshine,3020,1,apartment,"$595,000 "
14 Fleetwood Court,Gladstone Park,3043,3,house,"$593,000 "
28 Ferris Avenue,Deer Park,3023,4,house,"$587,500 "
7 Robinia Court,Harkness,3337,3,house,"$580,000 "
23 Kinglake Drive,Manor Lakes,3024,4,house,"$575,000 "
15 Raine Court,Delahey,3037,4,house,"$575,000 "
20 Westmoreland Avenue,Cranbourne North,3977,4,house,"$570,000 "
10B Lucas Court,Narre Warren South,3805,3,house,"$565,000 "
13 Angove Dr,Tarneit,3029,3,house,"$565,000 "
17 Lupin Street,Mernda,3754,3,house,"$563,000 "
4 Tahara Street,Hamlyn Heights,3215,3,house,"$555,000 "
45 Coulthard Crescent,Doreen,3754,4,house,"$555,000 "
41 Lakes Drive,Craigieburn,3064,4,house,"$535,000 "
1/18 Marna Court,Noble Park,3174,4,unit,"$535,000 "
1805/180 CITY ROAD,Southbank,3006,2,apartment,"$531,800 "
18 Lithgow Way,Mooroolbark,3138,2,townhouse,"$530,000 "
40/292 Mckimmies Road,Mill Park,3082,3,townhouse,"$522,000 "
41 Manna Gum Drive,Pakenham,3810,4,house,"$520,000 "
17 Cleeland Court,Roxburgh Park,3064,3,house,"$511,000 "
8 Callanan Grove,Werribee South,3030,3,house,"$500,000 "
5 Tyssen Street,Warragul,3820,4,house,"$495,000 "
15 Thurmand Court,Roxburgh Park,3064,3,house,"$490,000 "
1 Ruffles Court,Cranbourne West,3977,3,house,"$480,000 "
8 Hood Crescent,Sunbury,3429,3,house,"$475,000 "
83 Normanby Street,East Geelong,3219,2,townhouse,"$472,000 "
14 Churchill Court,Hoppers Crossing,3029,3,house,"$466,000 "
96A Derby Drive,Epping,3076,2,house,"$465,000 "
236-238/100 The Esplanade,Torquay,3228,2,apartment,"$460,000 "
14.2/201 Spring Street,Melbourne,3000,1,apartment,"$460,000 "
128 Raglan Street,Wallan,3756,3,house,"$447,000 "
14/23 Baxter Street,Coburg,3058,2,apartment,"$440,000 "
4/58 Northernhay Street,Reservoir,3073,2,unit,"$415,000 "
5 Earthmore Road,Mernda,3754,2,house,"$399,000 "
4 Blue Gum Drive,Warragul,3820,3,house,"$389,000 "
8/8 Whitehall Street,Footscray,3011,3,apartment,"$385,000 "
2 Shari Drive,Delacombe,3356,3,house,"$380,000 "
7 Gipps Street,Kilmore,3764,3,house,"$380,000 "
14 Wesley Court,Sunbury,3429,3,house,"$380,000 "
68 Argyll Circuit,Melton West,3337,3,house,"$368,000 "
4 Iris Street,Norlane,3214,4,house,"$360,500 "
7 Sherriff Rise,Pakenham,3810,2,house,"$351,000 "
1/61 Barrabool Rd,Highton,3216,2,unit,"$340,000 "
4 Fleur Court,Delacombe,3356,3,house,"$340,000 "
9 Conan Street,Wendouree,3355,3,house,"$320,000 "
1/2 Crefden Street,Maidstone,3012,1,apartment,"$317,500 "
192 Musical Gully Road,Waterloo,3373,3,house,"$282,500 "
106/86 Epping Road,Epping,3076,1,apartment,"$280,000 "
1/32 Ellendale Road,Noble Park,3174,1,unit,"$250,000 "
505/662 Blackburn road,Notting Hill,3168,1,apartment,"$190,000 "
3 Kooringal Grove,Brighton,3186,4,townhouse,"$1,880,000 "
45 Wolseley Parade,Kensington,3031,3,house,"$1,730,000 "
18 Willow Street,Elsternwick,3185,3,house,"$1,725,000 "
31 Alexandra Street,St Kilda East,3183,4,house,"$1,620,000 "
3 Viewmont Street,Wantirna South,3152,5,house,"$1,400,000 "
16 Cherrybrook Close,Nunawading,3131,5,house,"$1,280,000 "
13 Standring Close,Donvale,3111,4,house,"$1,138,000 "
1/111 Murray Street,Caulfield,3162,3,unit,"$1,075,000 "
2 Whitsunday Court,Mount Martha,3934,4,house,"$875,000 "
2/17 Narong Road,Caulfield North,3161,3,villa,"$851,000 "
123 Rachelle Road,Keilor East,3033,3,house,"$830,000 "
7 Waratah Road,Werribee,3030,4,house,"$825,000 "
511/99 Nott Street,Port Melbourne,3207,3,apartment,"$787,500 "
2/33 Young Street,Oakleigh,3166,3,unit,"$766,000 "
21/106 Southbank Boulevard,Southbank,3006,2,apartment,"$700,000 "
2/23 Chapel Street,St Kilda,3182,2,apartment,"$585,000 "
17 Churchill Way,Kilsyth,3137,2,house,"$575,000 "
20 Skyview Street,Curlewis,3222,4,house,"$526,000 "
310/70 Queens Road,Melbourne,3004,1,apartment,"$510,000 "
28/337 Sydney Road,Brunswick,3056,2,apartment,"$480,000 "
2/21 Thanet Street,Malvern,3144,1,apartment,"$390,000 "
4 Moule Ave,Brighton,3186,6,house,"$6,100,000 "
37 Elizabeth Street,Malvern,3144,4,house,"$5,850,000 "
6 Winson Green Road,Canterbury,3126,5,house,Contact agent
58 Park Street,St Kilda West,3182,3,house,"$3,350,000 "
116 Donaldsons Road,Red Hill,3937,4,house,Contact agent
3 King William Street,Fitzroy,3065,4,house,"$2,670,000 "
8 Gordon Crescent,Black Rock,3193,3,house,"$2,630,000 "
12-14 Pitt Street,Ringwood,3134,7,house,"$2,550,000 "
16 Wandsworth Road,Surrey Hills,3127,4,house,"$2,450,000 "
5 Stanley Street,Malvern East,3145,5,house,"$2,335,000 "
1/27 Faversham Road,Canterbury,3126,4,townhouse,"$2,295,000 "
19 Moton Place,Carlton,3053,3,townhouse,"$2,250,000 "
33 Kelso Street,Richmond,3121,3,house,"$2,200,000 "
43 Jamieson Street,Daylesford,3460,13,house,"$2,001,888 "
49 Cruikshank Street,Port Melbourne,3207,3,house,"$1,990,000 "
19 Gwingana Crescent,Glen Waverley,3150,4,house,Contact agent
60 Holyrood Street,Hampton,3188,5,house,"$1,900,000 "
29 Marina Road,Mentone,3194,4,house,"$1,860,000 "
25 Elm Place,Prahran,3181,3,house,"$1,850,000 "
38 Johnstone Street,Malvern,3144,3,house,Contact agent
48 Kerferd Road,Glen Iris,3146,4,house,"$1,788,000 "
14 Stone Street,Brighton East,3187,4,house,"$1,780,000 "
7 Lynette Avenue,Beaumaris,3193,4,house,"$1,750,000 "
12 Fitzgerald Road,Essendon,3040,4,house,"$1,750,000 "
26-28 Drummond Street North,Ballarat Central,3350,3,house,"$1,740,000 "
135 Danks Street,Albert Park,3206,3,house,"$1,705,000 "
3 Gilbert Court,Parkdale,3195,4,house,"$1,700,000 "
911 Rathdowne Street,Carlton North,3054,3,house,"$1,700,000 "
47 Parkside Street,Elsternwick,3185,3,house,"$1,630,000 "
1 Green Gables Avenue,Malvern East,3145,3,house,"$1,620,000 "
8 Augustus Rise,Templestowe,3106,4,house,"$1,620,000 "
240 Mumfords Road,Hesket,3442,3,house,"$1,605,000 "
5 Clive Court,Balwyn North,3104,4,house,"$1,600,000 "
6 Uplands Road,Balwyn North,3104,4,house,"$1,471,888 "
109 Normanby Drive,Greenvale,3059,4,house,"$1,470,000 "
270 Grimshaw Street,Watsonia North,3087,3,house,"$1,450,000 "
387 Balcombe Road,Beaumaris,3193,4,house,"$1,448,000 "
8 Cheel Street,Oakleigh East,3166,5,house,"$1,440,000 "
15 French Street,Croydon,3136,5,house,"$1,420,000 "
1 Warrigal Road,Mentone,3194,4,house,"$1,410,000 "
6 Timor Close,Burwood,3125,4,house,"$1,410,000 "
96 Union Street,Brunswick,3056,4,house,"$1,405,000 "
19a Reno Road,Sandringham,3191,3,townhouse,"$1,395,000 "
13 Dunloe Avenue,Mont Albert North,3129,3,townhouse,"$1,388,000 "
6/50 Tanner Street,Richmond,3121,3,townhouse,"$1,370,000 "
26 Eley Road,Burwood,3125,3,house,"$1,370,000 "
4-6 Thackeray Court,Croydon,3136,3,house,"$1,365,000 "
9 Smith Street,Brunswick West,3055,5,house,"$1,355,000 "
299 Couangalt Road,Gisborne South,3437,0,residential land,"$1,350,000 "
243 Westgarth Street,Northcote,3070,3,house,"$1,350,000 "
105 Collier Crescent,Brunswick West,3055,4,house,"$1,342,500 "
209 Rossmoyne Street,Thornbury,3071,3,house,"$1,340,000 "
4 Prout Webb Road,Shoreham,3916,3,house,Contact agent
342 Station Street,Carlton North,3054,3,house,"$1,335,000 "
391 Kooyong Road,Elsternwick,3185,3,house,"$1,330,000 "
180 Rae Street,Fitzroy North,3068,2,house,"$1,330,000 "
8 May Grove,South Yarra,3141,3,house,"$1,305,000 "
23 Cromwell Street,Burwood,3125,5,house,"$1,302,500 "
232 Station Street,Fairfield,3078,4,house,"$1,301,000 "
7 Emmaline Street,Northcote,3070,3,house,"$1,285,250 "
4 Cricklewood Drive,Templestowe,3106,5,house,"$1,285,000 "
505 Lygon Street,Carlton North,3054,3,house,"$1,282,000 "
36-38 Oliver Street,Ringwood,3134,5,house,"$1,280,000 "
20 Summit Crescent,Ringwood North,3134,4,house,"$1,270,000 "
87 Thomson Street,Northcote,3070,3,house,"$1,260,000 "
16 Burgess Street,Preston,3072,3,house,"$1,255,000 "
1 Stafford Street,Preston,3072,4,house,"$1,250,000 "
2 Donegal Court,Templestowe,3106,5,house,"$1,250,000 "
54A Kent Street,Richmond,3121,2,townhouse,Contact agent
18 Tennyson Street,Kensington,3031,3,house,"$1,235,000 "
11 Arnold Street,Brunswick East,3057,3,house,"$1,230,000 "
551-569 Bellarine Highway,Moolap,3224,4,acreage/semi-rural,"$1,220,000 "
9 Brees Road,Keilor East,3033,4,house,"$1,220,000 "
61 Edinburgh Street,Clayton,3168,3,house,"$1,214,000 "
7/18 Westbury Street,St Kilda East,3183,3,apartment,"$1,210,000 "
2 Adelaide Street,McKinnon,3204,3,townhouse,"$1,203,000 "
93a Albion Road,Ashburton,3147,3,townhouse,"$1,200,000 "
73 Walter Street,Ascot Vale,3032,3,house,"$1,200,000 "
12 Lyons Street,Carnegie,3163,3,house,"$1,185,000 "
160 Hall Street,Spotswood,3015,4,house,"$1,180,000 "
16 Meerut Street,Mitcham,3132,4,house,"$1,170,000 "
960 Waverley Road,Wheelers Hill,3150,3,house,"$1,165,000 "
17 Sharon Street,Doncaster,3108,4,house,"$1,160,000 "
62 Budd Street,Collingwood,3066,4,townhouse,"$1,160,000 "
38 May Street,Coburg,3058,3,house,"$1,156,000 "
28 Feathertop Avenue,Templestowe Lower,3107,3,house,"$1,154,000 "
52 Woornack Road,Carnegie,3163,3,house,"$1,153,000 "
31 Austin Street,Alphington,3078,3,house,"$1,150,000 "
17 McKenna Road,Glen Waverley,3150,4,house,"$1,136,000 "
25 Hornby Street,Prahran,3181,3,house,"$1,130,000 "
61 Warrien Road,Croydon North,3136,5,house,"$1,130,000 "
76 Wilsons Road,Doncaster,3108,4,house,"$1,119,000 "
26 Brian Street,Bentleigh East,3165,4,house,"$1,115,000 "
26 Tarcoola Drive,Yallambie,3085,3,house,"$1,110,000 "
5 Foch Avenue,Coburg,3058,3,house,"$1,105,000 "
49 Latrobe Street,Cheltenham,3192,4,house,"$1,091,000 "
1 Coventry Street,Burwood East,3151,4,house,"$1,085,000 "
22 Lynette Avenue,Warrandyte,3113,4,house,"$1,078,000 "
7A Arras Street,Spotswood,3015,3,house,"$1,070,000 "
84 Park Street,Abbotsford,3067,2,house,"$1,070,000 "
52 Brunswick Street,Fitzroy,3065,2,apartment,"$1,050,000 "
2/35 Bishop Street,Kingsville,3012,4,townhouse,"$1,040,000 "
14 Talbot Street,Templestowe Lower,3107,3,house,"$1,033,500 "
174 Gold Street,Brunswick,3056,2,house,"$1,029,000 "
6 Rupicola Court,Rowville,3178,4,house,"$1,025,000 "
83 Cobden Street,South Melbourne,3205,2,house,"$1,025,000 "
66 David Avenue,Keilor East,3033,4,house,"$1,016,000 "
8 Marchant Avenue,Reservoir,3073,4,house,"$1,013,000 "
21 Acacia Avenue,Oakleigh South,3167,4,house,"$1,005,000 "
43 Walker Road,Mount Waverley,3149,2,house,"$1,000,200 "
11 Douglas Street,Rosanna,3084,3,house,"$995,000 "
96 Molesworth Street,North Melbourne,3051,2,house,"$983,500 "
2/10 Capon Street,Malvern East,3145,3,townhouse,"$980,000 "
73 Cocoa Jackson Lane,Brunswick,3056,2,house,"$980,000 "
9 Claudel Street,Oakleigh East,3166,4,house,"$976,000 "
12 Brees Road,Keilor East,3033,5,house,"$968,000 "
20 Ellen Court,Greensborough,3088,3,house,"$965,000 "
4 Knapp Street,Preston,3072,3,house,"$965,000 "
6 Lytham Court,Greenvale,3059,4,house,"$965,000 "
2/19 Devon Drive,Doncaster East,3109,3,unit,"$960,000 "
655 Sutherlands Creek Rd,Anakie,3213,4,house,"$955,000 "
2 Neil Street,Frankston South,3199,3,house,"$955,000 "
10 Kirwana Grove,Montmorency,3094,4,house,"$951,000 "
37A Beavers Road,Northcote,3070,2,house,"$942,000 "
19/61 Brougham Street,Geelong,3220,2,unit,"$935,000 "
52 Smith Street,Kensington,3031,3,house,"$930,000 "
135 Gum Flats Road,Wensleydale,3241,4,lifestyle,"$925,000 "
26 Victoria Avenue,Mitcham,3132,3,house,"$920,000 "
19 Miller St,Thornbury,3071,4,house,"$920,000 "
28 Abeckett Street,Coburg,3058,3,house,"$915,000 "
5A Radley Street,Mornington,3931,3,house,"$912,500 "
18 Harrow Street,Blackburn South,3130,3,house,"$910,000 "
22 Valkyrie Crescent,Ringwood,3134,4,house,"$905,000 "
28 Maidstone Street,Ringwood,3134,3,house,"$901,000 "
15 Erica Court,Blackburn North,3130,4,house,"$900,000 "
7/325 Thompsons Road,Templestowe Lower,3107,4,townhouse,"$900,000 "
107 Finlayson Street,Rosanna,3084,3,house,"$895,000 "
2/9 Dickson Street,Mount Waverley,3149,3,townhouse,"$890,500 "
17 Wolseley Place,Rowville,3178,4,house,"$887,000 "
1/31 Renown Street,Burwood,3125,3,townhouse,"$877,500 "
1/41 Alexander Street,Montmorency,3094,3,unit,"$872,000 "
90A Mackie Road,Bentleigh East,3165,3,unit,"$865,000 "
2/13 Esdale Street,Blackburn,3130,3,unit,"$862,500 "
42 Perugia Avenue,Greenvale,3059,4,house,"$862,000 "
91 Tambet Street,Bentleigh East,3165,3,house,"$858,000 "
11 Tennyson Street,Carrum,3197,3,house,"$850,000 "
98 Princes Street,Carlton North,3054,2,house,"$850,000 "
5/34-36 Eva Street,Clayton,3168,3,townhouse,"$850,000 "
61 Tarana Avenue,Glenroy,3046,4,house,"$845,000 "
4/50 Creek Road,Mitcham,3132,3,unit,"$842,000 "
60 Hopkins Avenue,Keilor,3036,3,house,"$840,000 "
1/25 Matlock Street,Canterbury,3126,2,unit,"$837,000 "
8 Victoria Street,Ferntree Gully,3156,4,house,"$836,500 "
2 Wiluna Court,Scoresby,3179,5,house,"$835,000 "
27 Catalina Street,Heidelberg West,3081,3,house,"$830,000 "
5/29 Park Street,South Yarra,3141,2,apartment,"$830,000 "
49 Parsons Street,Sunshine,3020,3,house,"$816,500 "
6 Leopold Street,Maribyrnong,3032,2,house,"$815,000 "
7/38A Kensington Road,South Yarra,3141,2,apartment,"$815,000 "
4 Shanley Street,Pascoe Vale,3044,3,house,"$807,500 "
122 Mills Street,Altona North,3025,3,house,"$805,000 "
3/62 Woornack Road,Carnegie,3163,2,unit,"$805,000 "
37 Panorama Avenue,Lower Plenty,3093,3,house,"$805,000 "
54 Waterford Avenue,Maribyrnong,3032,3,house,"$800,000 "
4 Kingston Street,Keilor Park,3042,3,house,"$800,000 "
124 Boland Drive,Lyndhurst,3975,4,house,"$797,000 "
18/101 Leveson Street,North Melbourne,3051,2,apartment,"$792,000 "
110 Northumberland Road,Pascoe Vale,3044,3,house,"$791,000 "
1/8 St Georges Avenue,Bentleigh East,3165,3,townhouse,"$790,000 "
10 Portside Way,Safety Beach,3936,3,house,"$790,000 "
1A Carmichael Street,West Footscray,3012,2,townhouse,"$790,000 "
4  Almeida Court,Watsonia North,3087,3,house,"$781,500 "
15/69 Palmer Street,Richmond,3121,2,apartment,"$780,000 "
28 Amaroo Drive,Chelsea Heights,3196,3,house,"$777,500 "
26 McLennan Street,Braybrook,3019,3,house,"$772,000 "
75 Chi Avenue,Keysborough,3173,4,house,"$770,000 "
1/2B Trafalgar Road,Camberwell,3124,2,apartment,"$770,000 "
10 Carlyon Street,Ormond,3204,3,house,"$761,000 "
70 Wanda Street,Mulgrave,3170,3,house,"$761,000 "
14 Beechwood Drive,Lyndhurst,3975,4,house,"$760,000 "
97 Hansworth Street,Mulgrave,3170,3,house,"$750,000 "
10 Caesar Street,Mulgrave,3170,3,house,"$745,500 "
12 Maher Street,Fawkner,3060,3,house,"$745,000 "
7 Desmond Street,Highton,3216,5,house,"$745,000 "
3/12 Rooney Street,Maidstone,3012,3,townhouse,"$745,000 "
4 Hannagan Street,Aspendale Gardens,3195,3,house,"$742,000 "
384 Aberdeen Street,Newtown,3220,3,house,"$742,000 "
5 Patricia Avenue,Bundoora,3083,3,house,"$740,000 "
2/1205 Nepean Highway,Highett,3190,3,townhouse,"$740,000 "
3/25 Imes Street,Parkdale,3195,2,unit,"$735,000 "
6 Cecelia Drive,Keilor East,3033,4,house,"$735,000 "
14/7-13 Graham Road,Highett,3190,2,townhouse,"$730,000 "
34 Mountain View Avenue,Avondale Heights,3034,3,house,"$730,000 "
44 Maxweld Street,Ardeer,3022,3,house,"$730,000 "
6 Wilkinson Place,Glen Waverley,3150,3,house,"$730,000 "
14 Boardman Close,Box Hill South,3128,2,unit,"$730,000 "
30 Spinifex Street,Cairnlea,3023,4,house,"$725,000 "
3/30 Palmerston Street,West Footscray,3012,2,townhouse,"$720,000 "
9 St David Street,Rippleside,3215,3,house,"$720,000 "
16 Carbine Way,Keilor Downs,3038,5,house,"$716,000 "
100 Watsonia Road,Watsonia,3087,4,house,"$715,000 "
1/1 Purches Street,Mitcham,3132,3,house,"$713,000 "
14  Norfolk Crescent,Bundoora,3083,3,house,"$712,500 "
6 Fern Street,Sunshine West,3020,3,house,"$710,000 "
1  Temora Street,Mordialloc,3195,3,house,"$706,000 "
180A Henry Street,Greensborough,3088,3,house,"$705,000 "
11 Ross Court,Mill Park,3082,4,house,"$705,000 "
40 Ebony Drive,Bundoora,3083,3,house,"$700,000 "
8-14 Hunter Street,Moolap,3224,4,house,"$700,000 "
263 Oriel Road,Heidelberg West,3081,3,house,"$700,000 "
6 Dickens Street,Craigieburn,3064,4,house,"$697,000 "
28 Setani Crescent,Heidelberg West,3081,3,house,"$692,500 "
11 Rossiter Retreat,Cranbourne North,3977,3,house,"$691,000 "
19 Hudson Street,Fawkner,3060,2,house,"$688,000 "
2/232 Cumberland Road,Pascoe Vale,3044,3,townhouse,"$686,000 "
275 Hamilton Highway,Fyansford,3218,3,house,"$685,000 "
17 Blamey Avenue,Mill Park,3082,4,house,"$685,000 "
4/18 Marshall Avenue,Highett,3190,2,unit,"$685,000 "
12 Wintersun Road,Berwick,3806,4,house,"$680,000 "
8  Hill View Court,Bundoora,3083,3,house,"$680,000 "
209-211 Country Club Drive,Clifton Springs,3222,4,house,"$670,000 "
8/28 Stodart Street,Camberwell,3124,2,unit,"$670,000 "
4/205 Dorset Road,Croydon,3136,3,unit,"$670,000 "
13/117A McDonald Street,Mordialloc,3195,2,unit,"$665,000 "
121 Minerva Road,Herne Hill,3218,3,house,"$661,000 "
4/290 South Road,Hampton East,3188,2,unit,"$653,000 "
65 Main Street,Thomastown,3074,3,house,"$652,000 "
11 Ripon Street South,Ballarat Central,3350,3,house,"$650,000 "
G05/1 Wilks Street,Caulfield North,3161,2,apartment,"$650,000 "
116 The Great Eastern Way,South Morang,3752,4,house,"$650,000 "
15 Carawah Retreat,St Albans,3021,4,house,"$645,000 "
3 Shields Court,Altona Meadows,3028,3,house,"$642,500 "
666 Pascoe Vale Road,Oak Park,3046,3,house,"$641,850 "
21 Honeyeater Crescent,Taylors Lakes,3038,4,house,"$641,000 "
7 Giles Court,Mill Park,3082,4,house,"$641,000 "
3/18 Hayden Road,Clayton South,3169,4,unit,"$640,001 "
1/6 Humber Road,Croydon North,3136,3,unit,"$638,000 "
6 Hyett Court,Sunshine West,3020,3,house,"$631,000 "
11/12 Gleniffer Avenue,Brighton East,3187,2,apartment,"$630,000 "
26 Kathryn Street,Doveton,3177,3,house,"$625,000 "
71 Booran Parade,Tootgarook,3941,4,house,"$625,000 "
2/12B Tower Avenue,Frankston,3199,3,townhouse,"$625,000 "
3/371 Blackburn Road,Burwood East,3151,2,unit,"$622,500 "
104 Tahara Street,Hamlyn Heights,3215,3,house,"$620,000 "
61 Drysdale Avenue,Hamlyn Heights,3215,3,house,"$620,000 "
1/43 Deschamp Crescent,Rowville,3178,2,unit,"$620,000 "
15/51 Murrumbeena Road,Murrumbeena,3163,2,apartment,"$620,000 "
306/71 Canterbury Street,Richmond,3121,2,apartment,"$620,000 "
1506/1 Queens Road,Melbourne,3004,2,apartment,"$616,000 "
8 Norwood Road,Mill Park,3082,3,house,"$615,000 "
19 Stonehaven Avenue,Boronia,3155,4,house,"$615,000 "
78 Flinders Street,McCrae,3938,5,house,"$612,000 "
10/13-15 Spenser  Street,St Kilda,3182,2,apartment,"$611,000 "
